adm_location,indicator,value,survey_name,ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank,indicator_name
gisenyi,Unmet need for family planning,34.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Unmet need for family planning,38.3,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali ville (pvk) 2000,Unmet need for family planning,34.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali rurale 2000,Unmet need for family planning,39.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Demand for family planning satisfied by modern methods,8.9,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Demand for family planning satisfied by modern methods,6.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Demand for family planning satisfied by modern methods,10.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Demand for family planning satisfied by modern methods,12.1,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Demand for family planning satisfied by modern methods,10.3,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Demand for family planning satisfied by modern methods,15.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umutara,Demand for family planning satisfied by modern methods,8.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Demand for family planning satisfied by modern methods,10.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Demand for family planning satisfied by modern methods,12,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Demand for family planning satisfied by modern methods,8.2,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Demand for family planning satisfied by modern methods,8.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Demand for family planning satisfied by modern methods,4.9,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Demand for family planning satisfied by modern methods,4.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Demand for family planning satisfied by modern methods,13.2,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Demand for family planning satisfied by modern methods,17.6,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali ville (pvk) 2000,Demand for family planning satisfied by modern methods,24.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali rurale 2000,Demand for family planning satisfied by modern methods,14.9,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Median age at first marriage [Women]: 25-49,21.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Median age at first marriage [Women]: 25-49,21.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Median age at first marriage [Women]: 25-49,21.1,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Median age at first marriage [Women]: 25-49,20,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Median age at first marriage [Women]: 25-49,19.9,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Median age at first marriage [Women]: 25-49,20.3,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umutara,Median age at first marriage [Women]: 25-49,19.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Median age at first marriage [Women]: 25-49,20.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Median age at first marriage [Women]: 25-49,20.3,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Median age at first marriage [Women]: 25-49,21.1,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Median age at first marriage [Women]: 25-49,20.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Median age at first marriage [Women]: 25-49,20.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Median age at first marriage [Women]: 25-49,20.3,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Median age at first marriage [Women]: 25-49,20.6,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Median age at first marriage [Women]: 25-49,20.9,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali ville (pvk) 2000,Median age at first marriage [Women]: 25-49,21.9,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali rurale 2000,Median age at first marriage [Women]: 25-49,20.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Median age at first sexual intercourse [Women]: 25-49,20.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Median age at first sexual intercourse [Women]: 25-49,20.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Median age at first sexual intercourse [Women]: 25-49,20.6,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Median age at first sexual intercourse [Women]: 25-49,19.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Median age at first sexual intercourse [Women]: 25-49,19.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Median age at first sexual intercourse [Women]: 25-49,19.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umutara,Median age at first sexual intercourse [Women]: 25-49,19.2,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Median age at first sexual intercourse [Women]: 25-49,20.2,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Median age at first sexual intercourse [Women]: 25-49,19.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Median age at first sexual intercourse [Women]: 25-49,20.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Median age at first sexual intercourse [Women]: 25-49,19.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Median age at first sexual intercourse [Women]: 25-49,19.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Median age at first sexual intercourse [Women]: 25-49,19.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Median age at first sexual intercourse [Women]: 25-49,19.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Median age at first sexual intercourse [Women]: 25-49,20.3,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali ville (pvk) 2000,Median age at first sexual intercourse [Women]: 25-49,20.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali rurale 2000,Median age at first sexual intercourse [Women]: 25-49,20.2,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Infant mortality rate,125,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Infant mortality rate,128,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Infant mortality rate,123,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Infant mortality rate,138,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Infant mortality rate,142,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Infant mortality rate,143,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umutara,Infant mortality rate,116,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Infant mortality rate,100,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Infant mortality rate,83,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Infant mortality rate,121,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Infant mortality rate,111,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Infant mortality rate,112,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Infant mortality rate,102,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Infant mortality rate,119,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Infant mortality rate,110,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali ville (pvk) 2000,Infant mortality rate,79,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali rurale 2000,Infant mortality rate,119,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Under-five mortality rate,210,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Under-five mortality rate,236,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Under-five mortality rate,190,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Under-five mortality rate,262,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Under-five mortality rate,266,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Under-five mortality rate,268,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umutara,Under-five mortality rate,235,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Under-five mortality rate,179,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Under-five mortality rate,158,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Under-five mortality rate,204,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Under-five mortality rate,192,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Under-five mortality rate,190,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Under-five mortality rate,186,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Under-five mortality rate,199,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Under-five mortality rate,182,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali ville (pvk) 2000,Under-five mortality rate,140,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali rurale 2000,Under-five mortality rate,194,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Place of delivery: Health facility,25.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Place of delivery: Health facility,28.1,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Place of delivery: Health facility,27.6,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Place of delivery: Health facility,23.2,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Place of delivery: Health facility,24.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Place of delivery: Health facility,26.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Place of delivery: Health facility,27.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Place of delivery: Health facility,30.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Place of delivery: Health facility,28.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Place of delivery: Health facility,20.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Place of delivery: Health facility,22.9,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Place of delivery: Health facility,20.3,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Place of delivery: Health facility,17.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Place of delivery: Health facility,18.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Place of delivery: Health facility,18,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Place of delivery: Health facility,22.9,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Place of delivery: Health facility,26.1,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Place of delivery: Health facility,19.2,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umutara,Place of delivery: Health facility,25.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umutara,Place of delivery: Health facility,26.9,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umutara,Place of delivery: Health facility,28.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Place of delivery: Health facility,25.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Place of delivery: Health facility,25,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Place of delivery: Health facility,24.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Place of delivery: Health facility,35.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Place of delivery: Health facility,35.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Place of delivery: Health facility,34.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Place of delivery: Health facility,12.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Place of delivery: Health facility,12.1,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Place of delivery: Health facility,10.9,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Place of delivery: Health facility,22.1,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Place of delivery: Health facility,23.2,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Place of delivery: Health facility,22.2,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Place of delivery: Health facility,15.6,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Place of delivery: Health facility,15.6,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Place of delivery: Health facility,16.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Place of delivery: Health facility,22.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Place of delivery: Health facility,23.1,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Place of delivery: Health facility,22.6,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Place of delivery: Health facility,24.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Place of delivery: Health facility,26.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Place of delivery: Health facility,24.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Place of delivery: Health facility,37.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Place of delivery: Health facility,37.1,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Place of delivery: Health facility,37.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali ville (pvk) 2000,Place of delivery: Health facility,68.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali ville (pvk) 2000,Place of delivery: Health facility,71,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali ville (pvk) 2000,Place of delivery: Health facility,69.1,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali rurale 2000,Place of delivery: Health facility,26.2,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali rurale 2000,Place of delivery: Health facility,25.9,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali rurale 2000,Place of delivery: Health facility,26.1,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Fully vaccinated (8 basic antigens),84.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Fully vaccinated (8 basic antigens),81.6,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Fully vaccinated (8 basic antigens),87.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Fully vaccinated (8 basic antigens),71.9,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Fully vaccinated (8 basic antigens),73.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Fully vaccinated (8 basic antigens),71.2,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umutara,Fully vaccinated (8 basic antigens),69.3,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Fully vaccinated (8 basic antigens),81.6,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Fully vaccinated (8 basic antigens),79.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Fully vaccinated (8 basic antigens),84.6,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Fully vaccinated (8 basic antigens),78,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Fully vaccinated (8 basic antigens),77,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Fully vaccinated (8 basic antigens),76,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Fully vaccinated (8 basic antigens),80,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Fully vaccinated (8 basic antigens),65.6,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali ville (pvk) 2000,Fully vaccinated (8 basic antigens),64.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali rurale 2000,Fully vaccinated (8 basic antigens),65.9,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Treatment of diarrhea: Either ORS or RHF,22.3,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare/gitarama,Treatment of diarrhea: Either ORS or RHF,23.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Treatment of diarrhea: Either ORS or RHF,22.1,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butare,Treatment of diarrhea: Either ORS or RHF,23.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Treatment of diarrhea: Either ORS or RHF,22.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gitarama,Treatment of diarrhea: Either ORS or RHF,23.3,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Treatment of diarrhea: Either ORS or RHF,20.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba/kibungo,Treatment of diarrhea: Either ORS or RHF,20.3,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Treatment of diarrhea: Either ORS or RHF,21.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
byumba,Treatment of diarrhea: Either ORS or RHF,21.2,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Treatment of diarrhea: Either ORS or RHF,23.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibungo,Treatment of diarrhea: Either ORS or RHF,23.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umutara,Treatment of diarrhea: Either ORS or RHF,7.1,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umutara,Treatment of diarrhea: Either ORS or RHF,7.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Treatment of diarrhea: Either ORS or RHF,17.9,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu/ginkongoro,Treatment of diarrhea: Either ORS or RHF,15.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Treatment of diarrhea: Either ORS or RHF,22.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyangugu,Treatment of diarrhea: Either ORS or RHF,20.4,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Treatment of diarrhea: Either ORS or RHF,13,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gikongoro,Treatment of diarrhea: Either ORS or RHF,11.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Treatment of diarrhea: Either ORS or RHF,15.1,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye/ruhengeri/gisenyi,Treatment of diarrhea: Either ORS or RHF,13.5,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Treatment of diarrhea: Either ORS or RHF,16.7,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kibuye,Treatment of diarrhea: Either ORS or RHF,15.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Treatment of diarrhea: Either ORS or RHF,20.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhengeri,Treatment of diarrhea: Either ORS or RHF,18.1,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Treatment of diarrhea: Either ORS or RHF,8.9,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gisenyi,Treatment of diarrhea: Either ORS or RHF,8.3,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kigali prefecture 1992,Treatment of diarrhea: Either ORS or RHF,27.8,dhs-quickstats_subnational_rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
